genes	hgnc_synonyms	hgnc_genes	phenotype	phenotypeInheritance	geneMimNumber	phenotypeMimNumber	chromosome	comments
CHRND|ACHRD|SCCMS|CMS3A|CMS3B|CMS3C	CHRND|CHRND|NA|NA|NA|NA	CHRND	Myasthenic syndrome, congenital, 3B, fast-channel	Autosomal recessive	100720	616322	2	mutation identified in 1 CMS3A patient and 1 CMS3C family
CHRND|ACHRD|SCCMS|CMS3A|CMS3B|CMS3C	CHRND|CHRND|NA|NA|NA|NA	CHRND	Multiple pterygium syndrome, lethal type	Autosomal recessive	100720	253290	2	mutation identified in 1 CMS3A patient and 1 CMS3C family
CHRNG|ACHRG	CHRNG|CHRNG	CHRNG	Multiple pterygium syndrome, lethal type	Autosomal recessive	100730	253290	2	tightly linked to CHRND by RE
CHRNG|ACHRG	CHRNG|CHRNG	CHRNG	Escobar syndrome	Autosomal recessive	100730	265000	2	tightly linked to CHRND by RE
GIGYF2|KIAA0642|PARK11	GIGYF2|GIGYF2|PARK11,GIGYF2	PARK11,GIGYF2	Parkinson disease 11	None	612003	607688	2	NA
KCNJ13|SVD|LCA16	KCNJ13|NA|KCNJ13	KCNJ13	Snowflake vitreoretinal degeneration	Autosomal dominant	603208	193230	2	NA
KCNJ13|SVD|LCA16	KCNJ13|NA|KCNJ13	KCNJ13	Leber congenital amaurosis 16	Autosomal recessive	603208	614186	2	NA
ATG16L1|APG16L|IBD10	ATG16L1|ATG16L1|NA	ATG16L1	Inflammatory bowel disease 10	None	610767	611081	2	NA
SAG|RP47	RNF7,SAG|SAG	RNF7,SAG	Retinitis pigmentosa 47	None	181031	613758	2	NA
SAG|RP47	RNF7,SAG|SAG	RNF7,SAG	Oguchi disease-1	Autosomal recessive	181031	258100	2	NA
UGT1A1|UGT1|GNT1|BILIQTL1	UGT1A1|SLC35A2,UGT1A1|UGT1A1,UGT1A6|NA	UGT1A6,UGT1A1,SLC35A2	Crigler-Najjar syndrome, type II	Autosomal recessive	191740	606785	2	NA
UGT1A1|UGT1|GNT1|BILIQTL1	UGT1A1|SLC35A2,UGT1A1|UGT1A1,UGT1A6|NA	UGT1A6,UGT1A1,SLC35A2	Crigler-Najjar syndrome, type I	Autosomal recessive	191740	218800	2	NA
UGT1A1|UGT1|GNT1|BILIQTL1	UGT1A1|SLC35A2,UGT1A1|UGT1A1,UGT1A6|NA	UGT1A6,UGT1A1,SLC35A2	Gilbert syndrome	Autosomal recessive	191740	143500	2	NA
UGT1A1|UGT1|GNT1|BILIQTL1	UGT1A1|SLC35A2,UGT1A1|UGT1A1,UGT1A6|NA	UGT1A6,UGT1A1,SLC35A2	Bilirubin, serum level of, QTL1	None	191740	601816	2	NA
UGT1A1|UGT1|GNT1|BILIQTL1	UGT1A1|SLC35A2,UGT1A1|UGT1A1,UGT1A6|NA	UGT1A6,UGT1A1,SLC35A2	Hyperbilirubinemia, familial transient neonatal	Autosomal recessive	191740	237900	2	NA
COL6A3|DYT27|BTHLM1|UCMD1	COL6A3|NA|NA|NA	COL6A3	Bethlem myopathy 1	Autosomal dominant; Autosomal recessive	120250	158810	2	close to CRBP1
COL6A3|DYT27|BTHLM1|UCMD1	COL6A3|NA|NA|NA	COL6A3	Ullrich congenital muscular dystrophy 1	Autosomal dominant; Autosomal recessive	120250	254090	2	close to CRBP1
COL6A3|DYT27|BTHLM1|UCMD1	COL6A3|NA|NA|NA	COL6A3	Dystonia 27	Autosomal recessive	120250	616411	2	close to CRBP1
MLPH	MLPH	MLPH	Griscelli syndrome, type 3	Autosomal recessive	606526	609227	2	NA
PER2|FASPS1|KIAA0347	PER2|NA|PER2	PER2	Advanced sleep phase syndrome, familial, 1	Autosomal dominant	603426	604348	2	NA
TRAF3IP1|MIPT3|SLSN9	TRAF3IP1|TRAF3IP1|NA	TRAF3IP1	Senior-Loken syndrome 9	Autosomal recessive	607380	616629	2	NA
TWIST2|DERMO1|SETLSS|FFDD3|BBRSAY|AMS	TWIST2|TWIST2|NA|NA|NA|NA	TWIST2	Focal facial dermal dysplasia 3, Setleis type	Autosomal recessive	607556	227260	2	NA
TWIST2|DERMO1|SETLSS|FFDD3|BBRSAY|AMS	TWIST2|TWIST2|NA|NA|NA|NA	TWIST2	Barber-Say syndrome	Autosomal dominant	607556	209885	2	NA
TWIST2|DERMO1|SETLSS|FFDD3|BBRSAY|AMS	TWIST2|TWIST2|NA|NA|NA|NA	TWIST2	Ablepharon-macrostomia syndrome	Autosomal dominant	607556	200110	2	NA
NDUFA10	NDUFA10	NDUFA10	?Leigh syndrome	Mitochondrial; Autosomal recessive	603835	256000	2	mutation identified in 1 Leigh syndrome patient
CAPN10|NIDDM1	CAPN10|NIDDM1	NIDDM1,CAPN10	Diabetes mellitus, noninsulin-dependent 1	None	605286	601283	2	NA
KIF1A|ATSV|UNC104|SPG30|HSN2C|MRD9	KIF1A|KIF1A|KIF1A|KIF1A|NA|NA	KIF1A	Spastic paraplegia 30, autosomal recessive	Autosomal recessive	601255	610357	2	incorrectly assigned to chr.9
KIF1A|ATSV|UNC104|SPG30|HSN2C|MRD9	KIF1A|KIF1A|KIF1A|KIF1A|NA|NA	KIF1A	Neuropathy, hereditary sensory, type IIC	Autosomal recessive	601255	614213	2	incorrectly assigned to chr.9
KIF1A|ATSV|UNC104|SPG30|HSN2C|MRD9	KIF1A|KIF1A|KIF1A|KIF1A|NA|NA	KIF1A	Mental retardation, autosomal dominant 9	Autosomal dominant	601255	614255	2	incorrectly assigned to chr.9
AGXT|SPAT	AGXT|AGXT	AGXT	Hyperoxaluria, primary, type 1	Autosomal recessive	604285	259900	2	NA
D2HGDH|D2HGD	D2HGDH|D2HGDH	D2HGDH	D-2-hydroxyglutaric aciduria	Autosomal recessive	609186	600721	2	NA
PDCD1|SLEB2	PDCD1|PDCD1	PDCD1	Systemic lupus erythematosus, susceptibility to, 2	None	600244	605218	2	NA
PDCD1|SLEB2	PDCD1|PDCD1	PDCD1	Multiple sclerosis, disease progression, modifier of	Multifactorial	600244	126200	2	NA
IBD9	IBD9	IBD9	Inflammatory bowel disease 9	None	608448	608448	3	NA
MYMY1|MYMY	MYMY1|MYMY1	MYMY1	Moyamoya disease	Autosomal recessive	252350	252350	3	max lod at D3S3050
TRNT1|SIFD	TRNT1|NA	TRNT1	Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay	Autosomal recessive	612907	616084	3	pseudogenes on chromosomes 1 and 22
CRBN|MRT2	CRBN|CRBN	CRBN	Mental retardation, autosomal recessive 2	Autosomal recessive	609262	607417	3	between D3S3525 and D3S1560
SUMF1|FGE	SUMF1|SUMF1	SUMF1	Multiple sulfatase deficiency	Autosomal recessive	607939	272200	3	NA
ITPR1|SCA15|SCA16|SCA29	ITPR1|ITPR1|ITPR1|ITPR1	ITPR1	Spinocerebellar ataxia 29, congenital nonprogressive	Autosomal dominant	147265	117360	3	NA
ITPR1|SCA15|SCA16|SCA29	ITPR1|ITPR1|ITPR1|ITPR1	ITPR1	Spinocerebellar ataxia 15	Autosomal dominant	147265	606658	3	NA
ST11|PETS1	ST11|ST11	ST11	?Pancreatic endocrine tumors	None	602011	NA	3	NA
CAV3|LGMD1C|LQT9	CAV3|CAV3|CAV3	CAV3	Muscular dystrophy, limb-girdle, type IC	Autosomal dominant; Autosomal recessive	601253	607801	3	within 7-10kb of OXTR
CAV3|LGMD1C|LQT9	CAV3|CAV3|CAV3	CAV3	Long QT syndrome 9	None	601253	611818	3	within 7-10kb of OXTR
CAV3|LGMD1C|LQT9	CAV3|CAV3|CAV3	CAV3	Creatine phosphokinase, elevated serum	Autosomal dominant	601253	123320	3	within 7-10kb of OXTR
CAV3|LGMD1C|LQT9	CAV3|CAV3|CAV3	CAV3	Cardiomyopathy, familial hypertrophic	Autosomal dominant	601253	192600	3	within 7-10kb of OXTR
CAV3|LGMD1C|LQT9	CAV3|CAV3|CAV3	CAV3	Rippling muscle disease	Autosomal dominant	601253	606072	3	within 7-10kb of OXTR
CAV3|LGMD1C|LQT9	CAV3|CAV3|CAV3	CAV3	Myopathy, distal, Tateyama type	Autosomal dominant	601253	614321	3	within 7-10kb of OXTR
SETD5|KIAA1757	SETD5|NA	SETD5	Mental retardation, autosomal dominant 23	Autosomal dominant	615743	615761	3	NA
MTMR14|C3orf29|HJUMPY	MTMR14|MTMR14|NA	MTMR14	Centronuclear myopathy, autosomal, modifier of	Autosomal dominant	611089	160150	3	NA
OGG1	OGG1	OGG1	Renal cell carcinoma, clear cell, somatic	None	601982	144700	3	NA
CIDEC|FSP27|CIDE3|FPLD5	CIDEC|NA|NA|NA	CIDEC	?Lipodystrophy, familial partial, type 5	Autosomal recessive	612120	615238	3	1 patient identified with mutation
JAGN1|SCN6	JAGN1|NA	JAGN1	Neutropenia, severe congenital, 6, autosomal recessive	Autosomal recessive	616012	616022	3	NA
IL17RC|IL17RL|CANDF9	IL17RC|NA|NA	IL17RC	Candidiasis, familial, 9	Autosomal recessive	610925	616445	3	NA
CRELD1|AVSD2	CRELD1|CRELD1	CRELD1	Atrioventricular septal defect, susceptibility to, 2	Autosomal dominant	607170	606217	3	NA
CRELD1|AVSD2	CRELD1|CRELD1	CRELD1	Atrioventricular septal defect, partial, with heterotaxy syndrome	Autosomal dominant	607170	606217	3	NA
FANCD2|FANCD|FACD|FAD	FANCD2|BRCA2,FANCD2|BRCA2,FANCD2|BRCA2,FANCD2,PSEN1	PSEN1,BRCA2,FANCD2	Fanconi anemia, complementation group D2	Autosomal recessive	613984	227646	3	NA
VHL	VHL	VHL	Pheochromocytoma	Autosomal dominant	608537	171300	3	NA
VHL	VHL	VHL	Hemangioblastoma, cerebellar, somatic	None	608537	NA	3	NA
VHL	VHL	VHL	Erythrocytosis, familial, 2	Autosomal recessive	608537	263400	3	NA
VHL	VHL	VHL	von Hippel-Lindau syndrome	Autosomal dominant	608537	193300	3	NA
VHL	VHL	VHL	Renal cell carcinoma, somatic	None	608537	144700	3	NA
GHRL	GHRL	GHRL	Obesity, susceptibility to	Multifactorial; Autosomal dominant; Autosomal recessive	605353	601665	3	NA
ATP2B2|PMCA2	ATP2B2,ATP2B4|ATP2B2	ATP2B2,ATP2B4	Deafness, autosomal recessive 12, modifier of	Autosomal recessive	108733	601386	3	NA
SLC6A1|GABATR|MAE	SLC6A1|SLC6A1|NA	SLC6A1	Myoclonic-atonic epilepsy	Autosomal dominant	137165	616421	3	NA
SYN2	SYN2	SYN2	Schizophrenia, susceptibility to	Autosomal dominant	600755	181500	3	NA
PPARG|PPARG1|PPARG2|CIMT1|GLM1	PPARG|PPARG|PPARG|NA|NA	PPARG	Insulin resistance, severe, digenic	Autosomal dominant	601487	604367	3	PPARG1, PPARG2 from same gene
PPARG|PPARG1|PPARG2|CIMT1|GLM1	PPARG|PPARG|PPARG|NA|NA	PPARG	Carotid intimal medial thickness 1	None	601487	609338	3	PPARG1, PPARG2 from same gene
PPARG|PPARG1|PPARG2|CIMT1|GLM1	PPARG|PPARG|PPARG|NA|NA	PPARG	Diabetes, type 2	Autosomal dominant	601487	125853	3	PPARG1, PPARG2 from same gene
PPARG|PPARG1|PPARG2|CIMT1|GLM1	PPARG|PPARG|PPARG|NA|NA	PPARG	Obesity, resistance to	None	601487	NA	3	PPARG1, PPARG2 from same gene
PPARG|PPARG1|PPARG2|CIMT1|GLM1	PPARG|PPARG|PPARG|NA|NA	PPARG	Obesity, severe	Multifactorial; Autosomal dominant; Autosomal recessive	601487	601665	3	PPARG1, PPARG2 from same gene
PPARG|PPARG1|PPARG2|CIMT1|GLM1	PPARG|PPARG|PPARG|NA|NA	PPARG	Lipodystrophy, familial partial, type 3	Autosomal dominant	601487	604367	3	PPARG1, PPARG2 from same gene
TSEN2|SEN2|PCH2B	TSEN2|SEN2,TSEN2|NA	SEN2,TSEN2	Pontocerebellar hypoplasia type 2B	Autosomal recessive	608753	612389	3	NA
RAF1|CRAF|NS5|CMD1NN	RAF1|RAF1|NA|NA	RAF1	Noonan syndrome 5	None	164760	611553	3	NA
RAF1|CRAF|NS5|CMD1NN	RAF1|RAF1|NA|NA	RAF1	LEOPARD syndrome 2	None	164760	611554	3	NA
RAF1|CRAF|NS5|CMD1NN	RAF1|RAF1|NA|NA	RAF1	Cardiomyopathy, dilated, 1NN	Autosomal dominant	164760	615916	3	NA
LGMD1H	LGMD1H	LGMD1H	Muscular dystrophy, limb-girdle, type 1H	Autosomal dominant	613530	613530	3	between D3S1263 and D3S1277
WNT7A	WNT7A	WNT7A	Fuhrmann syndrome	Autosomal recessive	601570	228930	3	NA
WNT7A	WNT7A	WNT7A	Ulna and fibula, absence of, with severe limb deficiency	Autosomal recessive	601570	276820	3	NA
TMEM43|ARVD5|ARVC5|EDMD7	TMEM43|TMEM43|NA|NA	TMEM43	Emery-Dreifuss muscular dystrophy 7, AD	Autosomal dominant	612048	614302	3	NA
TMEM43|ARVD5|ARVC5|EDMD7	TMEM43|TMEM43|NA|NA	TMEM43	Arrhythmogenic right ventricular dysplasia 5	Autosomal dominant	612048	604400	3	NA
XPC|XPCC	XPC|XPC	XPC	Xeroderma pigmentosum, group C	Autosomal recessive	613208	278720	3	NA
CCDC174|HSPC212|IHPM	CCDC174|NA|NA	CCDC174	Hypotonia, infantile, with psychomotor retardation	Autosomal recessive	616735	616816	3	NA
COLQ|EAD|CMS5	COLQ|COLQ|NA	COLQ	Myasthenic syndrome, congenital, 5	Autosomal recessive	603033	603034	3	NA
BTD	BTD	BTD	Biotinidase deficiency	Autosomal recessive	609019	253260	3	NA
TRICY1	TRICY1	TRICY1	Trichilemmal cyst 1	Autosomal dominant	609649	609649	3	max lod at D3S1277
DAZL|DAZH|SPGYLA	DAZL|DAZL|DAZL	DAZL	Spermatogenic failure, susceptibility to	None	601486	NA	3	?founding member of DAZ gene family
SGOL1|SGO|SGO1|CAID	SGOL1|NA|NA|NA	SGOL1	Chronic atrial and intestinal dysrhythmia	Autosomal recessive	609168	616201	3	NA
RPL15|DBA12	RPL15|NA	RPL15	?Diamond-Blackfan anemia 12	Autosomal dominant	604174	615550	3	mutation identified in 1 family
THRB|ERBA2|THR1|PRTH	THRB|THRB|THRB|THRB	THRB	Thyroid hormone resistance, autosomal recessive	Autosomal recessive	190160	274300	3	NA
THRB|ERBA2|THR1|PRTH	THRB|THRB|THRB|THRB	THRB	Thyroid hormone resistance	Autosomal dominant	190160	188570	3	NA
THRB|ERBA2|THR1|PRTH	THRB|THRB|THRB|THRB	THRB	Thyroid hormone resistance, selective pituitary	Autosomal dominant	190160	145650	3	NA
RARB|HAP|MCOPS12	RARB|RARB,RTN3|NA	RARB,RTN3	Microphthalmia, syndromic 12	Autosomal dominant	180220	615524	3	= HAP = HBV-activated protein
NGLY1|PNG1|CDDG|CDG1V	NGLY1|NGLY1|NA|NA	NGLY1	Congenital disorder of deglycosylation	Autosomal recessive	610661	615273	3	NA
TGFBR2|HNPCC6|AAT3|MFS2|LDS2	TGFBR2|NA|NA|TGFBR2|NA	TGFBR2	Loeys-Dietz syndrome 2	Autosomal dominant	190182	610168	3	NA
TGFBR2|HNPCC6|AAT3|MFS2|LDS2	TGFBR2|NA|NA|TGFBR2|NA	TGFBR2	Esophageal cancer, somatic	None	190182	133239	3	NA
TGFBR2|HNPCC6|AAT3|MFS2|LDS2	TGFBR2|NA|NA|TGFBR2|NA	TGFBR2	Colorectal cancer, hereditary nonpolyposis, type 6	None	190182	614331	3	NA
STT3B|SIMP|CDG1X	STT3B|STT3B|NA	STT3B	?Congenital disorder of glycosylation, type Ix	Autosomal recessive	608605	615597	3	mutation identified in 1 family
GPD1L|KIAA0089	GPD1L|GPD1L	GPD1L	Brugada syndrome 2	None	611778	611777	3	NA
GLB1|MPS4B	GLB1|NA	GLB1	Mucopolysaccharidosis type IVB (Morquio)	Autosomal recessive	611458	253010	3	3p14.2-p11 excluded
GLB1|MPS4B	GLB1|NA	GLB1	GM1-gangliosidosis, type III	Autosomal recessive	611458	230650	3	3p14.2-p11 excluded
GLB1|MPS4B	GLB1|NA	GLB1	GM1-gangliosidosis, type II	Autosomal recessive	611458	230600	3	3p14.2-p11 excluded
GLB1|MPS4B	GLB1|NA	GLB1	GM1-gangliosidosis, type I	Autosomal recessive	611458	230500	3	3p14.2-p11 excluded
CRTAP|CASP|OI7	CRTAP|CRTAP,CUX1,CYTIP|NA	CUX1,CYTIP,CRTAP	Osteogenesis imperfecta, type VII	Autosomal recessive	605497	610682	3	NA
DDH2	AKR1C2	AKR1C2	Developmental dysplasia of the hip 2	Autosomal dominant	615612	615612	3	between rs4481097 and rs4626072
MLH1|COCA2|HNPCC2	MLH1|MLH1|MLH1	MLH1	Mismatch repair cancer syndrome	Autosomal recessive	120436	276300	3	NA
MLH1|COCA2|HNPCC2	MLH1|MLH1|MLH1	MLH1	Colorectal cancer, hereditary nonpolyposis, type 2	None	120436	609310	3	NA
MLH1|COCA2|HNPCC2	MLH1|MLH1|MLH1	MLH1	Muir-Torre syndrome	Autosomal dominant	120436	158320	3	NA
PLCD1|NDNC3	PLCD1|NA	PLCD1	Nail disorder, nonsyndromic congenital, 3, (leukonychia)	Autosomal dominant; Autosomal recessive	602142	151600	3	NA
DLEC1|DLC1	DLEC1|DLC1,DLEC1,DYNLL1	DLEC1,DYNLL1,DLC1	Esophageal cancer	Autosomal dominant	604050	133239	3	NA
DLEC1|DLC1	DLEC1|DLC1,DLEC1,DYNLL1	DLEC1,DYNLL1,DLC1	Lung cancer	Autosomal recessive	604050	211980	3	NA
MYD88|MYD88D	MYD88|NA	MYD88	Pyogenic bacterial infections, recurrent, due to MYD88 deficiency	None	602170	612260	3	NA
MYD88|MYD88D	MYD88|NA	MYD88	Macroglobulinemia, Waldenstrom, somatic	None	602170	153600	3	NA
ACVR2B|ACTRIIB|HTX4	ACVR2B|NA|NA	ACVR2B	Heterotaxy, visceral, 4, autosomal	None	602730	613751	3	NA
SCN5A|LQT3|VF1|HB1|SSS1|CMD1E|CDCD2	SCN5A|SCN5A|NA|SCN5A|SCN5A,SEC61G|SCN5A|SCN5A	SEC61G,SCN5A	Atrial fibrillation, familial, 10	Autosomal dominant	600163	614022	3	NA
SCN5A|LQT3|VF1|HB1|SSS1|CMD1E|CDCD2	SCN5A|SCN5A|NA|SCN5A|SCN5A,SEC61G|SCN5A|SCN5A	SEC61G,SCN5A	Long QT syndrome-3	Autosomal dominant	600163	603830	3	NA
SCN5A|LQT3|VF1|HB1|SSS1|CMD1E|CDCD2	SCN5A|SCN5A|NA|SCN5A|SCN5A,SEC61G|SCN5A|SCN5A	SEC61G,SCN5A	Heart block, progressive, type IA	Autosomal dominant	600163	113900	3	NA
SCN5A|LQT3|VF1|HB1|SSS1|CMD1E|CDCD2	SCN5A|SCN5A|NA|SCN5A|SCN5A,SEC61G|SCN5A|SCN5A	SEC61G,SCN5A	Heart block, nonprogressive	Autosomal dominant	600163	113900	3	NA
SCN5A|LQT3|VF1|HB1|SSS1|CMD1E|CDCD2	SCN5A|SCN5A|NA|SCN5A|SCN5A,SEC61G|SCN5A|SCN5A	SEC61G,SCN5A	Sudden infant death syndrome, susceptibility to	Autosomal recessive	600163	272120	3	NA
SCN5A|LQT3|VF1|HB1|SSS1|CMD1E|CDCD2	SCN5A|SCN5A|NA|SCN5A|SCN5A,SEC61G|SCN5A|SCN5A	SEC61G,SCN5A	Cardiomyopathy, dilated, 1E	Autosomal dominant	600163	601154	3	NA
SCN5A|LQT3|VF1|HB1|SSS1|CMD1E|CDCD2	SCN5A|SCN5A|NA|SCN5A|SCN5A,SEC61G|SCN5A|SCN5A	SEC61G,SCN5A	Ventricular fibrillation, familial, 1	None	600163	603829	3	NA
SCN5A|LQT3|VF1|HB1|SSS1|CMD1E|CDCD2	SCN5A|SCN5A|NA|SCN5A|SCN5A,SEC61G|SCN5A|SCN5A	SEC61G,SCN5A	Brugada syndrome 1	Autosomal dominant	600163	601144	3	NA
SCN5A|LQT3|VF1|HB1|SSS1|CMD1E|CDCD2	SCN5A|SCN5A|NA|SCN5A|SCN5A,SEC61G|SCN5A|SCN5A	SEC61G,SCN5A	Sick sinus syndrome 1	Autosomal recessive	600163	608567	3	NA
SCN10A|FEPS2	SCN10A|NA	SCN10A	Episodic pain syndrome, familial, 2	Autosomal dominant	604427	615551	3	NA
SCN11A|HSAN7|FEPS3	SCN11A|NA|NA	SCN11A	Neuropathy, hereditary sensory and autonomic, type VII	Autosomal dominant	604385	615548	3	NA
SCN11A|HSAN7|FEPS3	SCN11A|NA|NA	SCN11A	Episodic pain syndrome, familial, 3	Autosomal dominant	604385	615552	3	NA
CX3CR1|GPR13|V28	CX3CR1|CX3CR1|CX3CR1	CX3CR1	Rapid progression to AIDS from HIV1 infection	None	601470	609423	3	NA
CX3CR1|GPR13|V28	CX3CR1|CX3CR1|CX3CR1	CX3CR1	Macular degeneration, age-related, 12	None	601470	613784	3	NA
CX3CR1|GPR13|V28	CX3CR1|CX3CR1|CX3CR1	CX3CR1	Coronary artery disease, resistance to	None	601470	607339	3	NA
SLC25A38|SIDBA2	SLC25A38|NA	SLC25A38	Anemia, sideroblastic, 2, pyridoxine-refractory	Autosomal recessive	610819	205950	3	NA
RPSA|LAMR1|LAMBR|ICAS	RPSA|RPSA|NA|NA	RPSA	Asplenia, isolated congenital	Autosomal dominant	150370	271400	3	NA
CTNNB1|MRD19	CTNNB1|NA	CTNNB1	Hepatocellular carcinoma, somatic	None	116806	114550	3	NA
CTNNB1|MRD19	CTNNB1|NA	CTNNB1	Colorectal cancer, somatic	None	116806	114500	3	NA
CTNNB1|MRD19	CTNNB1|NA	CTNNB1	Pilomatricoma, somatic	None	116806	132600	3	NA
CTNNB1|MRD19	CTNNB1|NA	CTNNB1	Ovarian cancer, somatic	None	116806	167000	3	NA
CTNNB1|MRD19	CTNNB1|NA	CTNNB1	Mental retardation, autosomal dominant 19	Autosomal dominant	116806	615075	3	NA
KLHL40|SYRP|KBTBD5|NEM8	KLHL40|NA|KLHL40|KLHL40	KLHL40	Nemaline myopathy 8, autosomal recessive	None	615340	615348	3	NA
POMGNT2|GTDC2|C3orf39|AGO61|MDDGA8	POMGNT2|POMGNT2|POMGNT2|POMGNT2|NA	POMGNT2	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8	Autosomal recessive	614828	614830	3	NA
ANO10|TMEM16K|SCAR10	ANO10|ANO10|ANO10	ANO10	Spinocerebellar ataxia, autosomal recessive 10	Autosomal recessive	613726	613728	3	NA
ABHD5|CGI58|IECN2|NCIE2	ABHD5|NA|NA|ABHD5	ABHD5	Chanarin-Dorfman syndrome	Autosomal recessive	604780	275630	3	NA
LARS2|PRLTS4	LARS2|NA	LARS2	Perrault syndrome 4	Autosomal recessive	604544	615300	3	NA
SLC6A20|XT3	SLC6A20|SLC6A20	SLC6A20	Iminoglycinuria, digenic	Autosomal recessive	605616	242600	3	NA
SLC6A20|XT3	SLC6A20|SLC6A20	SLC6A20	Hyperglycinuria	Autosomal dominant	605616	138500	3	NA
LZTFL1|BBS17	LZTFL1|LZTFL1	LZTFL1	Bardet-Biedl syndrome 17	Autosomal recessive	606568	615994	3	NA
FYCO1|CATC2|CTRCT18	FYCO1|NA|NA	FYCO1	Cataract 18, autosomal recessive	Autosomal recessive	607182	610019	3	NA
CCR2|CMKBR2	CCR2|CCR2	CCR2	HIV infection, susceptibility/resistance to	None	601267	NA	3	NA
CCR5|CMKBR5|CCCKR5|IDDM22	CCR5|CCR5|NA|CCR5	CCR5	Hepatitis C virus, resistance to	None	601373	609532	3	NA
CCR5|CMKBR5|CCCKR5|IDDM22	CCR5|CCR5|NA|CCR5	CCR5	Diabetes mellitus, insulin-dependent, 22	None	601373	612522	3	NA
CCR5|CMKBR5|CCCKR5|IDDM22	CCR5|CCR5|NA|CCR5	CCR5	West nile virus, susceptibility to	None	601373	610379	3	NA
CCR5|CMKBR5|CCCKR5|IDDM22	CCR5|CCR5|NA|CCR5	CCR5	HIV infection, susceptibility/resistance to	None	601373	NA	3	NA
TDGF1	TDGF1	TDGF1	Forebrain defects	None	187395	NA	3	NA
TMIE|DFNB6	TMIE|OTOF,TMIE	OTOF,TMIE	Deafness, autosomal recessive 6	None	607237	600971	3	NA
MYL3|CMH8	MYL3|MYL3	MYL3	Cardiomyopathy, hypertrophic, 8	None	160790	608751	3	NA
PTHR1|PTHR|PFE	PTH1R|PTH1R,PTHLH|NA	PTH1R,PTHLH	Failure of tooth eruption, primary	Autosomal dominant	168468	125350	3	NA
PTHR1|PTHR|PFE	PTH1R|PTH1R,PTHLH|NA	PTH1R,PTHLH	Eiken syndrome	Autosomal recessive	168468	600002	3	NA
PTHR1|PTHR|PFE	PTH1R|PTH1R,PTHLH|NA	PTH1R,PTHLH	Chondrodysplasia, Blomstrand type	Autosomal recessive	168468	215045	3	NA
PTHR1|PTHR|PFE	PTH1R|PTH1R,PTHLH|NA	PTH1R,PTHLH	Metaphyseal chondrodysplasia, Murk Jansen type	Autosomal dominant	168468	156400	3	NA
NBEAL2|KIAA0540|GPS|BDPLT4	NBEAL2|NBEAL2|NA|NA	NBEAL2	Gray platelet syndrome	Autosomal recessive	614169	139090	3	NA
SETD2|SET2|HYPB|HBP231|KIAA1732|LLS	SETD2|NA|SETD2|NA|SETD2|NA	SETD2	Luscan-Lumish syndrome	Autosomal dominant	612778	616831	3	NA
TREX1|AGS1|CRV|HERNS	TREX1|RASD1,TREX1|NA|NA	TREX1,RASD1	Chilblain lupus	Autosomal dominant	606609	610448	3	NA
TREX1|AGS1|CRV|HERNS	TREX1|RASD1,TREX1|NA|NA	TREX1,RASD1	Aicardi-Goutieres syndrome 1, dominant and recessive	Autosomal dominant; Autosomal recessive	606609	225750	3	NA
TREX1|AGS1|CRV|HERNS	TREX1|RASD1,TREX1|NA|NA	TREX1,RASD1	Systemic lupus erythematosus, susceptibility to	Autosomal dominant	606609	152700	3	NA
TREX1|AGS1|CRV|HERNS	TREX1|RASD1,TREX1|NA|NA	TREX1,RASD1	Vasculopathy, retinal, with cerebral leukodystrophy	Autosomal dominant	606609	192315	3	NA
COL7A1|NDNC8	COL7A1|NA	COL7A1	EBD, Bart type	Autosomal dominant	120120	132000	3	NA
COL7A1|NDNC8	COL7A1|NA	COL7A1	Epidermolysis bullosa, pretibial	Autosomal dominant; Autosomal recessive	120120	131850	3	NA
COL7A1|NDNC8	COL7A1|NA	COL7A1	EBD inversa	Autosomal recessive	120120	226600	3	NA
COL7A1|NDNC8	COL7A1|NA	COL7A1	Epidermolysis bullosa pruriginosa	Autosomal dominant; Autosomal recessive	120120	604129	3	NA
COL7A1|NDNC8	COL7A1|NA	COL7A1	Epidermolysis bullosa dystrophica, AR	Autosomal recessive	120120	226600	3	NA
COL7A1|NDNC8	COL7A1|NA	COL7A1	Epidermolysis bullosa dystrophica, AD	Autosomal dominant	120120	131750	3	NA
COL7A1|NDNC8	COL7A1|NA	COL7A1	Transient bullous of the newborn	Autosomal dominant; Autosomal recessive	120120	131705	3	NA
COL7A1|NDNC8	COL7A1|NA	COL7A1	EBD, localisata variant	None	120120	NA	3	NA
COL7A1|NDNC8	COL7A1|NA	COL7A1	Toenail dystrophy, isolated	Autosomal dominant	120120	607523	3	NA
SLC25A20|CACT|CAC	SLC25A20|SLC25A20|SLC25A20	SLC25A20	Carnitine-acylcarnitine translocase deficiency	Autosomal recessive	613698	212138	3	pseudogene on 6p12
NDUFAF3	NDUFAF3	NDUFAF3	Mitochondrial complex I deficiency	Mitochondrial; X-linked dominant; Autosomal recessive	612911	252010	3	NA
IMPDH2|IMPD2	IMPDH2|NA	IMPDH2	IMPDH2 enzyme activity, variation in	None	146691	NA	3	NA
